sexo,idade,peso,altura,nivel,dias_disponiveis,tempo_disponivel,split
F,54,59.0,1.61,avancado,6,70,PPL 2x
F,25,61.7,1.76,avancado,6,80,Arnold Split
M,22,102.8,1.65,intermediario,4,60,Full Body 4x
F,41,55.7,1.8,intermediario,4,90,Upper/Lower 2x
M,33,55.6,1.78,iniciante,6,60,PPL 2x
M,48,71.2,1.69,avancado,3,50,Full Body 3x
M,45,79.4,1.57,avancado,5,40,Bro Split
F,30,57.8,1.88,intermediario,6,70,PPL 2x
F,46,79.0,1.99,avancado,5,80,Upper/Lower 2x + Full Body
M,54,62.7,1.94,intermediario,6,50,Upper/Lower 3x
F,30,65.6,2.0,avancado,4,60,Upper/Lower 2x
F,31,75.2,1.81,intermediario,5,70,Lower Focus (LULUL)
F,23,73.3,1.74,avancado,4,50,Full Body 4x
F,20,54.3,1.76,iniciante,6,70,PPL 2x
F,23,65.8,1.54,intermediario,6,50,Upper/Lower 3x
F,53,75.5,1.8,avancado,4,70,Upper/Lower 2x
M,44,69.0,1.88,intermediario,6,70,PPL 2x
F,33,67.5,1.59,avancado,6,40,Upper/Lower 3x
F,23,71.3,1.52,avancado,5,80,Lower Focus (LULUL)
M,48,76.3,1.8,intermediario,3,50,Full Body 3x
M,23,56.9,1.95,iniciante,3,70,Full Body 3x
F,41,91.5,1.57,intermediario,3,90,Full Body 3x
M,28,110.4,1.94,intermediario,3,50,Full Body 3x
M,23,88.6,1.79,iniciante,6,50,PPL 2x
F,38,77.2,1.92,intermediario,4,70,Upper/Lower 2x
M,41,74.3,1.51,intermediario,4,40,Full Body 4x
F,25,86.6,1.52,avancado,6,60,PPL 2x
M,58,95.5,1.63,avancado,6,50,Upper/Lower 3x
M,57,97.2,1.93,intermediario,4,80,Upper/Lower 2x
F,22,57.3,1.97,intermediario,6,60,Upper/Lower 3x
F,57,73.6,1.99,iniciante,5,80,Upper/Lower 3x + Full Body
M,17,106.7,1.65,iniciante,4,60,Upper/Lower 2x
M,60,86.3,1.81,avancado,3,40,Full Body 3x
F,35,54.8,1.58,intermediario,5,40,Lower Focus (LULUL)
M,32,117.8,1.57,iniciante,3,70,Full Body 3x
M,35,68.6,1.52,iniciante,4,80,Upper/Lower 2x
F,51,58.8,1.72,intermediario,3,70,Full Body 3x
M,34,83.9,1.98,intermediario,4,70,Upper/Lower 2x
M,29,115.0,1.94,intermediario,6,60,Upper/Lower 3x
M,22,106.1,1.81,avancado,5,40,UL PPL
M,42,111.2,1.8,iniciante,5,60,Upper/Lower 3x + Full Body
M,61,94.3,1.54,avancado,3,60,Full Body 3x
M,36,102.4,1.9,iniciante,6,60,PPL 2x
F,43,78.5,1.62,intermediario,6,40,Upper/Lower 3x
F,34,45.1,1.64,intermediario,3,70,Full Body 3x
F,29,50.9,1.64,iniciante,4,70,Upper/Lower 2x
M,47,66.6,1.9,iniciante,4,70,Upper/Lower 2x
M,31,104.9,1.87,iniciante,5,80,Upper/Lower 3x + Full Body
F,36,79.2,1.64,avancado,3,70,PPL 1x
M,36,64.9,1.66,intermediario,5,40,Bro Split
F,54,79.6,1.85,iniciante,4,70,Upper/Lower 2x
F,30,51.6,1.53,iniciante,6,60,PPL 2x
M,50,104.5,1.92,intermediario,6,100,Arnold Split
M,20,57.7,1.84,iniciante,3,60,Full Body 3x
F,44,88.3,1.54,iniciante,4,80,Upper/Lower 2x
M,31,76.8,1.64,iniciante,3,60,Full Body 3x
M,47,67.1,1.56,intermediario,6,40,Upper/Lower 3x
M,66,64.5,1.66,intermediario,6,70,PPL 2x
F,34,63.2,1.64,intermediario,3,80,Full Body 3x
M,42,114.7,1.95,iniciante,3,60,Full Body 3x
F,45,81.5,1.79,intermediario,6,80,PPL 2x
M,67,111.7,1.59,iniciante,6,80,PPL 2x
M,30,64.0,1.69,intermediario,5,40,Bro Split
F,30,45.3,1.95,intermediario,3,60,Full Body 3x
F,48,56.8,1.7,iniciante,3,60,Full Body 3x
M,23,97.1,1.71,avancado,3,40,PPL 1x
M,26,93.5,1.99,iniciante,4,70,Upper/Lower 2x
M,24,56.5,1.63,iniciante,4,70,Upper/Lower 2x
F,33,73.4,1.85,intermediario,3,70,Full Body 3x
F,49,47.1,1.81,intermediario,3,50,Full Body 3x
F,61,90.9,1.97,avancado,5,60,Upper/Lower 2x + Full Body
M,27,57.8,1.64,intermediario,5,70,Bro Split
M,56,88.4,1.56,iniciante,3,70,Full Body 3x
F,38,76.5,1.76,iniciante,5,70,Upper/Lower 3x + Full Body
F,31,52.8,1.58,avancado,5,50,Lower Focus (LULUL)
F,34,47.6,1.85,intermediario,4,90,Upper/Lower 2x
F,32,87.0,1.65,intermediario,6,40,Upper/Lower 3x
M,33,104.3,1.95,intermediario,4,50,Full Body 4x
M,47,78.8,1.68,iniciante,4,70,Upper/Lower 2x
M,21,99.2,1.82,iniciante,6,80,PPL 2x
M,29,77.5,1.72,iniciante,4,50,Full Body 4x
M,28,70.9,1.66,intermediario,5,40,Bro Split
F,31,81.6,1.68,iniciante,5,70,Upper/Lower 3x + Full Body
F,64,74.2,1.66,intermediario,3,70,Full Body 3x
F,57,66.7,1.87,iniciante,6,70,PPL 2x
F,32,89.3,1.78,iniciante,5,70,Upper/Lower 3x + Full Body
F,34,64.8,1.98,intermediario,6,40,Upper/Lower 3x
M,25,119.6,1.85,avancado,3,60,PPL 1x
M,27,107.4,1.55,iniciante,3,70,Full Body 3x
M,32,69.1,1.93,iniciante,6,50,PPL 2x
M,42,91.8,1.93,iniciante,3,50,Full Body 3x
M,37,75.9,1.88,avancado,6,60,PPL 2x
M,51,71.8,1.72,avancado,4,50,Full Body 4x
F,36,77.6,1.52,iniciante,4,40,Full Body 4x
M,22,59.2,1.81,iniciante,4,60,Upper/Lower 2x
M,28,117.5,1.75,iniciante,4,80,Upper/Lower 2x
F,18,61.6,1.66,iniciante,5,70,Upper/Lower 3x + Full Body
F,23,47.9,1.96,iniciante,3,50,Full Body 3x
M,60,56.9,1.86,intermediario,5,100,UL PPL
M,26,67.0,1.88,avancado,4,80,Upper/Lower 2x
F,34,68.3,1.6,iniciante,3,90,Full Body 3x
F,31,81.5,1.51,avancado,3,50,PPL 1x
M,30,79.6,1.52,intermediario,4,70,Upper/Lower 2x
M,47,96.0,1.54,avancado,6,70,PPL 2x
M,28,63.6,1.75,iniciante,6,60,PPL 2x
M,45,82.8,1.71,intermediario,3,80,Full Body 3x
M,32,55.9,1.52,intermediario,4,80,Upper/Lower 2x
F,41,76.7,1.9,avancado,5,80,Upper/Lower 2x + Full Body
F,44,73.7,1.63,intermediario,4,50,Full Body 4x
F,56,82.4,1.92,intermediario,3,60,Full Body 3x
F,55,46.7,1.87,avancado,5,40,Lower Focus (LULUL)
M,28,64.3,1.71,avancado,5,50,UL PPL
M,24,118.4,1.63,intermediario,4,50,Full Body 4x
M,43,97.9,1.96,iniciante,5,70,Upper/Lower 3x + Full Body
F,29,45.8,1.85,iniciante,6,60,PPL 2x
M,42,63.9,1.6,intermediario,5,80,UL PPL
M,28,77.2,1.86,intermediario,6,40,Upper/Lower 3x
M,35,114.1,1.56,intermediario,6,40,Upper/Lower 3x
F,41,48.4,1.76,intermediario,3,100,Full Body 3x
F,25,73.8,1.69,iniciante,5,60,Upper/Lower 3x + Full Body
F,45,70.8,1.84,intermediario,6,50,Upper/Lower 3x
M,42,118.1,1.93,avancado,6,50,Upper/Lower 3x
M,31,58.3,1.77,intermediario,4,60,Full Body 4x
M,31,55.5,1.71,intermediario,5,70,Bro Split
F,42,92.6,1.67,intermediario,6,60,Upper/Lower 3x
F,45,89.4,1.68,avancado,4,60,Upper/Lower 2x
M,32,55.4,1.69,intermediario,6,80,PPL 2x
F,51,79.2,1.68,intermediario,5,60,Upper/Lower 2x + Full Body
M,23,113.0,1.93,iniciante,6,80,PPL 2x
M,17,68.1,1.7,intermediario,6,40,Upper/Lower 3x
F,46,86.0,1.93,intermediario,6,40,Upper/Lower 3x
M,27,58.0,1.81,avancado,5,50,UL PPL
F,26,48.0,1.52,intermediario,3,60,Full Body 3x
M,44,57.0,1.8,avancado,3,50,Full Body 3x
M,41,93.0,1.72,iniciante,6,70,PPL 2x
F,52,51.7,1.64,avancado,5,50,Lower Focus (LULUL)
F,30,71.3,1.65,avancado,6,50,Upper/Lower 3x
F,45,82.6,1.75,avancado,3,70,Full Body 3x
M,35,92.2,1.84,avancado,3,50,PPL 1x
M,63,66.0,1.81,iniciante,3,80,Full Body 3x
F,61,90.6,1.8,avancado,5,60,Upper/Lower 2x + Full Body
M,39,85.5,1.92,iniciante,4,40,Full Body 4x
F,45,68.6,1.77,intermediario,5,90,Upper/Lower 2x + Full Body
F,23,48.3,1.95,intermediario,4,50,Full Body 4x
M,35,109.5,1.66,intermediario,6,70,Arnold Split
F,48,50.3,1.71,iniciante,4,50,Full Body 4x
M,53,102.9,1.68,intermediario,5,50,Bro Split
F,32,59.6,1.76,iniciante,6,50,PPL 2x
F,17,54.1,1.8,intermediario,3,60,Full Body 3x
M,63,85.5,1.75,iniciante,4,80,Upper/Lower 2x
F,49,73.2,1.71,intermediario,3,80,Full Body 3x
M,56,63.7,1.86,iniciante,6,50,PPL 2x
M,39,118.7,1.94,iniciante,3,40,Full Body 3x
F,48,60.8,1.64,avancado,6,40,Upper/Lower 3x
F,53,85.5,1.99,intermediario,5,40,Upper/Lower 2x + Full Body
F,47,69.8,1.66,intermediario,3,100,Full Body 3x
M,52,109.8,1.87,intermediario,3,60,Full Body 3x
F,21,75.1,1.78,iniciante,6,50,PPL 2x
M,49,87.9,1.78,intermediario,4,60,Full Body 4x
M,51,99.5,1.7,iniciante,6,70,PPL 2x
M,25,96.1,1.67,iniciante,3,50,Full Body 3x
F,37,87.4,1.89,iniciante,4,80,Upper/Lower 2x
F,19,45.4,1.7,intermediario,3,80,Full Body 3x
M,20,69.3,1.89,intermediario,4,60,Full Body 4x
M,39,69.6,1.95,intermediario,6,70,PPL 2x
F,39,91.1,1.62,iniciante,6,60,PPL 2x
F,33,88.1,1.89,avancado,4,60,Upper/Lower 2x
M,42,107.0,1.72,intermediario,4,80,Upper/Lower 2x
M,41,61.5,1.66,intermediario,5,60,Bro Split
F,54,51.3,1.55,intermediario,4,60,Full Body 4x
F,43,58.2,1.66,avancado,4,50,Full Body 4x
M,22,75.1,1.74,iniciante,3,70,Full Body 3x
F,57,87.5,1.6,intermediario,6,50,Upper/Lower 3x
F,39,86.0,1.89,intermediario,3,70,Full Body 3x
F,33,75.9,1.77,avancado,4,50,Full Body 4x
F,61,62.9,1.76,iniciante,6,70,PPL 2x
M,28,108.3,1.71,avancado,5,80,UL PPL
M,21,115.9,1.81,intermediario,6,60,Upper/Lower 3x
M,26,78.1,1.97,intermediario,4,70,Upper/Lower 2x
M,43,98.1,1.62,intermediario,4,70,Upper/Lower 2x
M,24,76.5,1.68,intermediario,5,70,Bro Split
M,66,69.7,1.65,intermediario,5,40,Bro Split
F,30,71.9,1.79,avancado,3,80,PPL 1x
F,55,59.6,1.69,intermediario,5,60,Upper/Lower 2x + Full Body
F,44,82.2,1.79,intermediario,3,80,Full Body 3x
M,34,82.6,1.72,iniciante,4,80,Upper/Lower 2x
M,22,81.3,1.78,intermediario,5,80,UL PPL
F,22,86.9,1.83,intermediario,3,70,Full Body 3x
M,27,100.1,1.91,iniciante,4,70,Upper/Lower 2x
M,43,89.8,1.64,intermediario,4,90,Upper/Lower 2x
M,46,107.8,1.71,avancado,5,90,Bro Split
F,45,80.4,1.59,intermediario,4,60,Full Body 4x
M,33,94.0,1.69,intermediario,6,90,Arnold Split
F,16,82.3,1.96,iniciante,3,50,Full Body 3x
M,50,63.7,1.85,iniciante,3,40,Full Body 3x
F,64,93.6,1.78,avancado,6,60,PPL 2x
M,44,85.8,1.73,iniciante,4,70,Upper/Lower 2x
F,28,51.0,1.65,intermediario,4,50,Full Body 4x
M,51,84.8,1.93,avancado,6,80,PPL 2x
F,24,85.7,1.56,intermediario,6,70,PPL 2x
M,31,91.9,1.89,intermediario,6,80,Arnold Split
F,40,74.1,1.58,iniciante,6,60,PPL 2x
M,52,74.4,1.52,iniciante,5,40,Upper/Lower 3x + Full Body
F,25,62.2,1.86,avancado,5,70,Lower Focus (LULUL)
F,56,88.8,1.7,iniciante,4,70,Upper/Lower 2x
M,28,117.2,1.53,avancado,5,60,UL PPL
M,44,79.3,1.74,intermediario,4,50,Full Body 4x
F,22,79.8,1.79,intermediario,6,70,PPL 2x
M,29,63.7,1.84,iniciante,5,60,Upper/Lower 3x + Full Body
F,33,66.2,1.76,iniciante,5,60,Upper/Lower 3x + Full Body
F,21,93.3,1.54,iniciante,3,60,Full Body 3x
F,57,56.4,1.74,intermediario,3,80,Full Body 3x
M,18,90.7,1.55,intermediario,6,70,Arnold Split
F,29,51.4,1.88,avancado,6,70,PPL 2x
M,40,64.3,1.71,intermediario,4,50,Full Body 4x
M,48,79.2,1.63,intermediario,4,40,Full Body 4x
M,20,67.7,1.59,intermediario,5,90,UL PPL
F,42,90.5,1.51,iniciante,4,50,Full Body 4x
M,44,73.8,1.58,intermediario,6,40,Upper/Lower 3x
F,29,61.0,1.79,iniciante,3,100,Full Body 3x
M,31,68.4,1.87,iniciante,4,80,Upper/Lower 2x
M,28,119.4,1.62,avancado,4,50,Full Body 4x
F,25,63.9,1.83,iniciante,3,80,Full Body 3x
M,23,71.6,1.65,iniciante,3,50,Full Body 3x
F,40,54.1,1.69,avancado,4,50,Full Body 4x
F,44,61.8,1.93,intermediario,5,50,Lower Focus (LULUL)
F,28,59.9,1.9,intermediario,6,70,PPL 2x
F,25,66.5,1.63,intermediario,5,50,Lower Focus (LULUL)
F,45,76.3,1.93,iniciante,5,50,Upper/Lower 3x + Full Body
M,34,78.2,1.92,iniciante,4,100,Upper/Lower 2x
F,63,63.5,1.67,avancado,5,60,Lower Focus (LULUL)
M,54,79.0,1.62,intermediario,3,70,Full Body 3x
F,32,50.3,1.74,avancado,4,50,Full Body 4x
F,50,53.0,1.94,avancado,5,80,Lower Focus (LULUL)
F,31,78.3,1.67,intermediario,6,50,Upper/Lower 3x
F,40,82.4,1.58,iniciante,6,60,PPL 2x
F,38,50.2,1.74,iniciante,6,80,PPL 2x
F,42,92.5,1.87,intermediario,4,60,Full Body 4x
F,26,65.5,1.66,intermediario,4,70,Upper/Lower 2x
M,19,80.6,1.77,iniciante,6,70,PPL 2x
M,26,82.0,1.68,iniciante,3,50,Full Body 3x
M,54,100.2,1.54,iniciante,6,80,PPL 2x
F,34,47.9,1.85,avancado,3,80,PPL 1x
F,27,85.7,1.98,avancado,3,70,PPL 1x
F,24,73.7,1.56,avancado,5,60,Lower Focus (LULUL)
F,25,84.1,1.72,iniciante,5,80,Upper/Lower 3x + Full Body
M,45,80.3,1.85,iniciante,6,50,PPL 2x
M,48,84.9,1.87,intermediario,5,40,Bro Split
F,31,70.3,1.83,avancado,3,50,PPL 1x
F,32,80.9,1.78,iniciante,6,60,PPL 2x
F,41,79.1,1.78,iniciante,4,70,Upper/Lower 2x
F,19,50.4,1.67,avancado,3,50,PPL 1x
M,46,91.9,1.64,intermediario,3,50,Full Body 3x
F,26,55.8,1.96,intermediario,6,70,PPL 2x
F,26,71.7,1.55,iniciante,5,40,Upper/Lower 3x + Full Body
M,21,111.2,1.75,iniciante,3,100,Full Body 3x
M,55,61.7,1.51,iniciante,3,70,Full Body 3x
F,20,77.8,1.96,avancado,3,50,PPL 1x
F,37,87.7,1.96,intermediario,3,70,Full Body 3x
M,21,71.0,1.57,avancado,4,60,Upper/Lower 2x
F,54,60.1,1.63,iniciante,3,50,Full Body 3x
F,25,48.1,1.74,avancado,3,60,PPL 1x
M,57,68.4,1.77,iniciante,5,70,Upper/Lower 3x + Full Body
M,22,106.4,1.56,avancado,3,70,PPL 1x
M,29,119.8,1.65,intermediario,3,50,Full Body 3x
M,57,73.8,1.56,avancado,6,80,PPL 2x
M,28,114.1,1.97,iniciante,4,90,Upper/Lower 2x
F,34,69.5,1.65,intermediario,3,50,Full Body 3x
M,47,57.4,1.82,iniciante,3,70,Full Body 3x
F,31,53.5,1.82,iniciante,5,80,Upper/Lower 3x + Full Body
M,22,60.4,1.67,iniciante,6,70,PPL 2x
M,32,80.3,1.7,iniciante,5,60,Upper/Lower 3x + Full Body
M,67,104.2,1.75,iniciante,3,40,Full Body 3x
F,40,69.3,1.9,avancado,6,70,PPL 2x
F,38,71.0,1.96,intermediario,6,70,PPL 2x
M,35,118.8,1.52,iniciante,5,60,Upper/Lower 3x + Full Body
F,30,55.4,1.68,intermediario,4,80,Upper/Lower 2x
M,25,84.6,1.69,iniciante,5,60,Upper/Lower 3x + Full Body
F,19,88.7,1.74,intermediario,3,60,Full Body 3x
F,68,50.6,1.61,avancado,6,60,PPL 2x
F,59,88.1,1.63,avancado,6,70,PPL 2x
M,23,55.2,1.82,avancado,6,60,PPL 2x
F,21,94.4,1.9,iniciante,4,60,Upper/Lower 2x
F,17,53.4,1.75,iniciante,5,80,Upper/Lower 3x + Full Body
M,41,69.9,1.78,iniciante,4,60,Upper/Lower 2x
F,36,61.3,1.58,iniciante,5,40,Upper/Lower 3x + Full Body
M,27,102.2,1.78,intermediario,3,50,Full Body 3x
M,53,100.8,1.97,iniciante,3,80,Full Body 3x
F,58,54.7,1.98,avancado,4,50,Full Body 4x
M,40,115.0,1.5,avancado,5,50,Bro Split
F,43,92.8,1.78,iniciante,6,60,PPL 2x
M,19,110.3,1.51,iniciante,5,80,Upper/Lower 3x + Full Body
F,43,57.1,1.54,iniciante,4,70,Upper/Lower 2x
M,35,115.4,1.63,intermediario,6,70,Arnold Split
M,28,90.8,1.59,intermediario,4,40,Full Body 4x
F,26,69.9,1.96,intermediario,3,70,Full Body 3x
M,26,98.4,1.55,avancado,6,60,PPL 2x
M,55,108.4,1.7,intermediario,5,80,UL PPL
F,37,90.7,1.89,intermediario,5,70,Lower Focus (LULUL)
F,19,54.3,1.95,iniciante,6,70,PPL 2x
M,32,99.8,1.68,iniciante,6,40,PPL 2x
M,21,80.3,1.71,iniciante,6,70,PPL 2x
M,30,60.4,1.66,intermediario,3,80,Full Body 3x
M,32,74.4,1.95,iniciante,5,50,Upper/Lower 3x + Full Body
F,19,54.7,1.86,intermediario,4,70,Upper/Lower 2x
F,50,58.5,1.73,avancado,4,60,Upper/Lower 2x
M,52,89.5,1.84,iniciante,4,80,Upper/Lower 2x
F,25,70.6,1.88,iniciante,6,70,PPL 2x
F,28,62.1,1.97,intermediario,3,60,Full Body 3x
F,29,59.1,1.98,avancado,6,50,Upper/Lower 3x
F,35,45.7,1.64,intermediario,3,50,Full Body 3x
M,45,97.7,1.81,iniciante,5,60,Upper/Lower 3x + Full Body
M,57,75.9,1.77,avancado,6,50,Upper/Lower 3x
M,28,94.3,1.7,avancado,3,60,PPL 1x
F,22,92.6,1.8,avancado,3,60,PPL 1x
M,32,113.8,1.68,iniciante,4,80,Upper/Lower 2x
M,31,85.9,2.0,iniciante,4,100,Upper/Lower 2x
M,49,118.1,1.56,iniciante,4,60,Upper/Lower 2x
F,28,45.4,1.58,intermediario,3,50,Full Body 3x
M,27,68.8,1.81,intermediario,6,40,Upper/Lower 3x
M,21,97.0,1.59,intermediario,5,60,Bro Split
M,31,109.7,1.69,intermediario,5,70,Bro Split
F,21,62.7,1.8,iniciante,6,70,PPL 2x
M,39,69.7,1.64,avancado,4,50,Full Body 4x
F,26,77.5,1.73,avancado,3,60,PPL 1x
F,31,81.7,1.92,intermediario,3,70,Full Body 3x
F,58,54.8,1.81,avancado,3,70,Full Body 3x
F,62,93.5,1.86,iniciante,5,50,Upper/Lower 3x + Full Body
F,34,48.3,1.51,intermediario,3,80,Full Body 3x
F,40,72.4,1.7,iniciante,3,50,Full Body 3x
M,27,80.4,1.81,intermediario,6,40,Upper/Lower 3x
F,39,76.6,1.6,iniciante,4,50,Full Body 4x
F,34,74.3,1.54,iniciante,5,70,Upper/Lower 3x + Full Body
M,30,114.3,1.54,iniciante,4,70,Upper/Lower 2x
M,25,56.9,1.87,intermediario,5,70,Bro Split
M,27,111.8,1.85,iniciante,4,60,Upper/Lower 2x
F,30,64.0,1.6,avancado,5,50,Lower Focus (LULUL)
M,41,107.1,1.75,iniciante,3,80,Full Body 3x
M,29,114.8,1.57,iniciante,5,70,Upper/Lower 3x + Full Body
F,19,85.2,1.58,intermediario,5,50,Lower Focus (LULUL)
M,33,111.6,1.68,avancado,6,50,Upper/Lower 3x
F,28,56.0,1.9,iniciante,5,70,Upper/Lower 3x + Full Body
F,29,75.7,1.99,iniciante,6,60,PPL 2x
M,38,65.7,1.91,intermediario,5,80,UL PPL
F,19,76.3,1.66,avancado,4,90,Upper/Lower 2x
F,32,71.7,1.67,iniciante,3,80,Full Body 3x
F,46,88.8,1.86,iniciante,4,70,Upper/Lower 2x
F,43,74.2,1.61,intermediario,5,80,Lower Focus (LULUL)
M,21,74.6,1.93,intermediario,3,50,Full Body 3x
F,47,89.6,1.73,avancado,3,60,Full Body 3x
F,30,81.2,1.73,avancado,5,50,Upper/Lower 2x + Full Body
M,35,84.8,1.6,intermediario,4,40,Full Body 4x
M,33,105.3,1.6,intermediario,4,70,Upper/Lower 2x
F,56,60.8,1.86,intermediario,6,70,PPL 2x
F,33,54.9,1.82,intermediario,6,50,Upper/Lower 3x
M,23,112.4,1.91,iniciante,3,80,Full Body 3x
F,43,70.2,1.63,intermediario,5,70,Lower Focus (LULUL)
M,52,68.3,1.88,intermediario,6,70,PPL 2x
M,31,116.0,1.85,intermediario,6,70,Arnold Split
M,40,79.8,1.93,intermediario,5,70,Bro Split
F,28,88.8,1.8,iniciante,5,80,Upper/Lower 3x + Full Body
M,28,62.4,1.59,iniciante,5,70,Upper/Lower 3x + Full Body
M,22,79.3,1.91,avancado,3,40,PPL 1x
F,54,64.6,1.74,avancado,3,60,Full Body 3x
M,20,73.6,1.82,iniciante,3,60,Full Body 3x
F,21,64.2,1.75,iniciante,4,80,Upper/Lower 2x
M,25,72.8,1.82,intermediario,6,60,Upper/Lower 3x
M,35,57.7,1.82,iniciante,6,60,PPL 2x
F,29,67.4,1.74,avancado,5,40,Lower Focus (LULUL)
M,60,65.1,1.73,avancado,3,60,Full Body 3x
M,39,86.4,1.55,iniciante,5,60,Upper/Lower 3x + Full Body
F,31,50.6,1.78,intermediario,6,60,Upper/Lower 3x
M,38,98.2,1.58,iniciante,3,70,Full Body 3x
F,51,93.5,1.77,intermediario,5,60,Upper/Lower 2x + Full Body
F,36,66.1,1.72,iniciante,5,50,Upper/Lower 3x + Full Body
M,59,92.6,1.8,avancado,4,60,Upper/Lower 2x
M,31,61.1,1.95,intermediario,5,70,Bro Split
F,21,72.0,1.63,intermediario,6,70,PPL 2x
M,26,55.4,1.89,iniciante,4,80,Upper/Lower 2x
F,33,82.7,1.71,intermediario,4,60,Full Body 4x
F,21,85.6,1.86,iniciante,4,80,Upper/Lower 2x
F,30,66.3,1.98,iniciante,6,80,PPL 2x
M,58,89.8,1.78,intermediario,3,70,Full Body 3x
M,46,91.1,1.86,iniciante,6,70,PPL 2x
M,34,62.9,1.88,iniciante,5,50,Upper/Lower 3x + Full Body
F,44,54.9,1.89,iniciante,6,80,PPL 2x
M,24,108.8,1.86,iniciante,4,60,Upper/Lower 2x
M,28,112.7,1.98,iniciante,6,80,PPL 2x
F,42,94.3,1.55,intermediario,6,80,Arnold Split
F,42,50.4,1.68,intermediario,5,70,Lower Focus (LULUL)
F,31,65.3,1.52,intermediario,6,60,Upper/Lower 3x
F,26,83.9,1.51,intermediario,5,50,Lower Focus (LULUL)
F,57,92.2,1.99,intermediario,5,50,Upper/Lower 2x + Full Body
M,33,117.2,1.59,avancado,3,70,PPL 1x
M,27,84.8,1.68,iniciante,4,60,Upper/Lower 2x
F,45,69.6,1.82,iniciante,5,40,Upper/Lower 3x + Full Body
M,43,59.5,1.85,avancado,6,40,Upper/Lower 3x
M,35,81.1,1.78,intermediario,5,80,UL PPL
F,55,88.2,1.96,iniciante,5,60,Upper/Lower 3x + Full Body
M,35,78.3,1.95,intermediario,3,60,Full Body 3x
M,31,108.2,1.69,avancado,6,100,Arnold Split
F,31,78.9,1.62,iniciante,4,40,Full Body 4x
F,66,79.6,1.91,intermediario,5,50,Upper/Lower 2x + Full Body
F,35,64.6,1.67,avancado,4,100,Upper/Lower 2x
M,35,73.9,1.52,iniciante,4,40,Full Body 4x
M,31,60.6,1.83,intermediario,3,60,Full Body 3x
F,38,59.0,1.91,intermediario,3,60,Full Body 3x
M,40,112.1,1.85,iniciante,4,60,Upper/Lower 2x
M,32,79.8,1.86,avancado,4,80,Upper/Lower 2x
M,22,58.7,1.52,iniciante,4,40,Full Body 4x
M,33,102.3,1.9,iniciante,3,50,Full Body 3x
M,40,76.8,1.98,iniciante,4,70,Upper/Lower 2x
M,20,58.2,1.63,iniciante,6,60,PPL 2x
F,22,64.7,1.77,intermediario,3,50,Full Body 3x
F,24,71.0,1.67,avancado,5,70,Lower Focus (LULUL)
F,53,83.5,1.92,avancado,4,40,Full Body 4x
M,49,57.4,1.67,intermediario,4,70,Upper/Lower 2x
M,44,111.0,1.72,avancado,6,70,PPL 2x
M,28,61.2,1.79,iniciante,5,50,Upper/Lower 3x + Full Body
M,32,85.8,1.7,avancado,3,70,PPL 1x
F,23,66.4,1.85,iniciante,6,60,PPL 2x
M,52,97.8,1.77,avancado,6,80,PPL 2x
F,32,46.2,1.86,intermediario,4,60,Full Body 4x
M,31,67.0,1.72,intermediario,3,70,Full Body 3x
F,42,77.2,1.54,intermediario,5,50,Lower Focus (LULUL)
M,36,85.1,1.79,iniciante,5,70,Upper/Lower 3x + Full Body
F,23,62.1,1.74,intermediario,6,60,Upper/Lower 3x
F,38,64.0,1.51,avancado,5,90,Lower Focus (LULUL)
F,36,46.5,1.54,intermediario,5,50,Lower Focus (LULUL)
F,33,61.5,1.78,iniciante,3,90,Full Body 3x
F,24,88.4,1.68,iniciante,6,40,PPL 2x
F,23,71.3,1.52,avancado,5,70,Lower Focus (LULUL)
M,17,72.0,1.8,intermediario,6,70,PPL 2x
F,53,77.0,2.0,intermediario,3,70,Full Body 3x
M,38,63.0,1.87,iniciante,3,40,Full Body 3x
M,35,87.1,1.59,avancado,3,60,PPL 1x
F,40,52.5,1.59,iniciante,4,60,Upper/Lower 2x
M,26,96.2,1.51,iniciante,3,40,Full Body 3x
M,59,56.3,1.57,iniciante,4,80,Upper/Lower 2x
F,40,51.9,1.85,intermediario,5,50,Lower Focus (LULUL)
F,58,94.7,1.85,iniciante,3,80,Full Body 3x
F,45,64.6,1.83,intermediario,6,70,PPL 2x
F,55,47.5,1.69,avancado,4,60,Upper/Lower 2x
F,28,55.9,1.67,iniciante,6,70,PPL 2x
F,54,62.7,1.94,iniciante,5,60,Upper/Lower 3x + Full Body
M,47,98.0,1.96,intermediario,6,70,Arnold Split
F,51,55.8,1.99,avancado,5,50,Lower Focus (LULUL)
F,19,68.6,1.76,iniciante,5,50,Upper/Lower 3x + Full Body
F,46,83.6,1.81,iniciante,5,60,Upper/Lower 3x + Full Body
F,52,94.8,1.85,avancado,3,60,Full Body 3x
F,46,61.0,1.53,avancado,3,70,Full Body 3x
F,36,68.2,1.87,iniciante,6,50,PPL 2x
M,25,91.9,1.85,intermediario,6,80,Arnold Split
F,50,58.5,1.89,iniciante,3,50,Full Body 3x
M,56,82.4,1.67,avancado,3,60,Full Body 3x
M,41,74.5,1.67,intermediario,3,60,Full Body 3x
M,30,64.1,1.73,iniciante,4,80,Upper/Lower 2x
F,45,54.4,1.9,intermediario,3,50,Full Body 3x
F,26,73.8,1.64,avancado,6,60,PPL 2x
F,53,52.4,1.72,intermediario,4,80,Upper/Lower 2x
M,30,89.0,1.75,intermediario,5,60,Bro Split
